State,year,commodity,units,Exports
Arizona,2008,"Fruits, fresh",Million dollars,58.5301
Arkansas,2008,"Fruits, fresh",Million dollars,2.3115
California,2008,"Fruits, fresh",Million dollars,1868.9394
Colorado,2008,"Fruits, fresh",Million dollars,7.5104
Connecticut,2008,"Fruits, fresh",Million dollars,3.0143
Delaware,2008,"Fruits, fresh",Million dollars,4.1968
Florida,2008,"Fruits, fresh",Million dollars,525.4057
Georgia,2008,"Fruits, fresh",Million dollars,40.4296
Hawaii,2008,"Fruits, fresh",Million dollars,12.2512
Idaho,2008,"Fruits, fresh",Million dollars,6.6961
Illinois,2008,"Fruits, fresh",Million dollars,6.3586
Indiana,2008,"Fruits, fresh",Million dollars,11.536
Iowa,2008,"Fruits, fresh",Million dollars,0.4511
Kansas,2008,"Fruits, fresh",Million dollars,0.0
Kentucky,2008,"Fruits, fresh",Million dollars,1.4572
Louisiana,2008,"Fruits, fresh",Million dollars,0.2392
Maine,2008,"Fruits, fresh",Million dollars,15.7526
Maryland,2008,"Fruits, fresh",Million dollars,5.5671
Massachusetts,2008,"Fruits, fresh",Million dollars,37.5311
Michigan,2008,"Fruits, fresh",Million dollars,82.9182
Minnesota,2008,"Fruits, fresh",Million dollars,4.1007
Mississippi,2008,"Fruits, fresh",Million dollars,2.9604
Missouri,2008,"Fruits, fresh",Million dollars,6.6434
Montana,2008,"Fruits, fresh",Million dollars,0.9104
Nebraska,2008,"Fruits, fresh",Million dollars,0.9583
Nevada,2008,"Fruits, fresh",Million dollars,0.429
New Hampshire,2008,"Fruits, fresh",Million dollars,3.749
New Jersey,2008,"Fruits, fresh",Million dollars,34.0885
New Mexico,2008,"Fruits, fresh",Million dollars,0.0
New York,2008,"Fruits, fresh",Million dollars,79.7415
North Carolina,2008,"Fruits, fresh",Million dollars,26.7122
North Dakota,2008,"Fruits, fresh",Million dollars,0.1382
Ohio,2008,"Fruits, fresh",Million dollars,11.9545
Oklahoma,2008,"Fruits, fresh",Million dollars,1.106
Oregon,2008,"Fruits, fresh",Million dollars,95.9312
Pennsylvania,2008,"Fruits, fresh",Million dollars,33.2572
Rhode Island,2008,"Fruits, fresh",Million dollars,0.3563
South Carolina,2008,"Fruits, fresh",Million dollars,16.065
South Dakota,2008,"Fruits, fresh",Million dollars,0.4601
Tennessee,2008,"Fruits, fresh",Million dollars,1.2695
Texas,2008,"Fruits, fresh",Million dollars,30.708
Utah,2008,"Fruits, fresh",Million dollars,3.2192
Vermont,2008,"Fruits, fresh",Million dollars,3.3533
Virginia,2008,"Fruits, fresh",Million dollars,12.8481
Washington,2008,"Fruits, fresh",Million dollars,489.23
West Virginia,2008,"Fruits, fresh",Million dollars,3.4228
Wisconsin,2008,"Fruits, fresh",Million dollars,65.1096
Wyoming,2008,"Fruits, fresh",Million dollars,0.0702
Alabama,2009,"Fruits, fresh",Million dollars,2.0543
Alaska,2009,"Fruits, fresh",Million dollars,0.0
Arizona,2009,"Fruits, fresh",Million dollars,45.7815
Arkansas,2009,"Fruits, fresh",Million dollars,1.3162
California,2009,"Fruits, fresh",Million dollars,1963.558
Colorado,2009,"Fruits, fresh",Million dollars,7.7504
Connecticut,2009,"Fruits, fresh",Million dollars,2.5392
Delaware,2009,"Fruits, fresh",Million dollars,2.9715
Florida,2009,"Fruits, fresh",Million dollars,457.1683
Georgia,2009,"Fruits, fresh",Million dollars,41.9723
Hawaii,2009,"Fruits, fresh",Million dollars,12.5541
Idaho,2009,"Fruits, fresh",Million dollars,4.6593
Illinois,2009,"Fruits, fresh",Million dollars,6.5508
Indiana,2009,"Fruits, fresh",Million dollars,9.7991
Iowa,2009,"Fruits, fresh",Million dollars,0.6012
Kansas,2009,"Fruits, fresh",Million dollars,0.0
Kentucky,2009,"Fruits, fresh",Million dollars,0.0
Louisiana,2009,"Fruits, fresh",Million dollars,0.0
Maine,2009,"Fruits, fresh",Million dollars,10.091
Maryland,2009,"Fruits, fresh",Million dollars,4.8876
Massachusetts,2009,"Fruits, fresh",Million dollars,23.683
Michigan,2009,"Fruits, fresh",Million dollars,72.9174
Minnesota,2009,"Fruits, fresh",Million dollars,2.6546
Mississippi,2009,"Fruits, fresh",Million dollars,2.8577
Missouri,2009,"Fruits, fresh",Million dollars,4.9016
Montana,2009,"Fruits, fresh",Million dollars,0.347
Nebraska,2009,"Fruits, fresh",Million dollars,0.8935
Nevada,2009,"Fruits, fresh",Million dollars,0.4351
New Hampshire,2009,"Fruits, fresh",Million dollars,2.7968
New Jersey,2009,"Fruits, fresh",Million dollars,33.2423
New Mexico,2009,"Fruits, fresh",Million dollars,0.0
New York,2009,"Fruits, fresh",Million dollars,63.5665
North Carolina,2009,"Fruits, fresh",Million dollars,27.7242
North Dakota,2009,"Fruits, fresh",Million dollars,0.12
Ohio,2009,"Fruits, fresh",Million dollars,10.8417
Oklahoma,2009,"Fruits, fresh",Million dollars,0.9513
Oregon,2009,"Fruits, fresh",Million dollars,77.3225
Pennsylvania,2009,"Fruits, fresh",Million dollars,29.405
Rhode Island,2009,"Fruits, fresh",Million dollars,0.3107
South Carolina,2009,"Fruits, fresh",Million dollars,18.5883
South Dakota,2009,"Fruits, fresh",Million dollars,0.3986
Tennessee,2009,"Fruits, fresh",Million dollars,0.5647
Texas,2009,"Fruits, fresh",Million dollars,26.7732
Utah,2009,"Fruits, fresh",Million dollars,4.8989
Vermont,2009,"Fruits, fresh",Million dollars,1.9398
Virginia,2009,"Fruits, fresh",Million dollars,11.824
Washington,2009,"Fruits, fresh",Million dollars,473.0189
West Virginia,2009,"Fruits, fresh",Million dollars,3.2844
Wisconsin,2009,"Fruits, fresh",Million dollars,42.6338
Wyoming,2009,"Fruits, fresh",Million dollars,0.0576
Alabama,2010,"Fruits, fresh",Million dollars,2.2576
Alaska,2010,"Fruits, fresh",Million dollars,0.0
Arizona,2010,"Fruits, fresh",Million dollars,44.853
Arkansas,2010,"Fruits, fresh",Million dollars,2.0672
California,2010,"Fruits, fresh",Million dollars,2173.9347
Colorado,2010,"Fruits, fresh",Million dollars,8.0109
Connecticut,2010,"Fruits, fresh",Million dollars,3.4428
Delaware,2010,"Fruits, fresh",Million dollars,3.2761
Florida,2010,"Fruits, fresh",Million dollars,495.5736
Georgia,2010,"Fruits, fresh",Million dollars,54.3632
Hawaii,2010,"Fruits, fresh",Million dollars,13.4068
Idaho,2010,"Fruits, fresh",Million dollars,5.9413
Illinois,2010,"Fruits, fresh",Million dollars,8.2909
Indiana,2010,"Fruits, fresh",Million dollars,12.5749
Iowa,2010,"Fruits, fresh",Million dollars,0.5337
Kansas,2010,"Fruits, fresh",Million dollars,0.0
Kentucky,2010,"Fruits, fresh",Million dollars,0.0
Louisiana,2010,"Fruits, fresh",Million dollars,0.0
Maine,2010,"Fruits, fresh",Million dollars,15.3231
Maryland,2010,"Fruits, fresh",Million dollars,5.727
Massachusetts,2010,"Fruits, fresh",Million dollars,24.8747
Michigan,2010,"Fruits, fresh",Million dollars,73.8453
Minnesota,2010,"Fruits, fresh",Million dollars,3.3604
Mississippi,2010,"Fruits, fresh",Million dollars,3.2397
Missouri,2010,"Fruits, fresh",Million dollars,6.751
Montana,2010,"Fruits, fresh",Million dollars,0.9644
Nebraska,2010,"Fruits, fresh",Million dollars,0.9349
Nevada,2010,"Fruits, fresh",Million dollars,0.4958
New Hampshire,2010,"Fruits, fresh",Million dollars,2.1644
New Jersey,2010,"Fruits, fresh",Million dollars,34.5283
New Mexico,2010,"Fruits, fresh",Million dollars,0.0
New York,2010,"Fruits, fresh",Million dollars,75.8521
North Carolina,2010,"Fruits, fresh",Million dollars,32.852
North Dakota,2010,"Fruits, fresh",Million dollars,0.1181
Ohio,2010,"Fruits, fresh",Million dollars,10.1229
Oklahoma,2010,"Fruits, fresh",Million dollars,1.3174
Oregon,2010,"Fruits, fresh",Million dollars,94.1959
Pennsylvania,2010,"Fruits, fresh",Million dollars,33.1977
Rhode Island,2010,"Fruits, fresh",Million dollars,0.491
South Carolina,2010,"Fruits, fresh",Million dollars,32.8997
South Dakota,2010,"Fruits, fresh",Million dollars,0.3809
Tennessee,2010,"Fruits, fresh",Million dollars,0.4973
Texas,2010,"Fruits, fresh",Million dollars,43.1263
Utah,2010,"Fruits, fresh",Million dollars,3.2272
Vermont,2010,"Fruits, fresh",Million dollars,2.4456
Virginia,2010,"Fruits, fresh",Million dollars,11.6695
Washington,2010,"Fruits, fresh",Million dollars,586.6383
West Virginia,2010,"Fruits, fresh",Million dollars,3.215
Wisconsin,2010,"Fruits, fresh",Million dollars,47.824
Wyoming,2010,"Fruits, fresh",Million dollars,0.0668
Alabama,2011,"Fruits, fresh",Million dollars,2.5112
Alaska,2011,"Fruits, fresh",Million dollars,0.0
Arizona,2011,"Fruits, fresh",Million dollars,50.2689
Arkansas,2011,"Fruits, fresh",Million dollars,1.838
California,2011,"Fruits, fresh",Million dollars,2314.2775
Colorado,2011,"Fruits, fresh",Million dollars,8.4412
Connecticut,2011,"Fruits, fresh",Million dollars,3.1899
Delaware,2011,"Fruits, fresh",Million dollars,4.059
Florida,2011,"Fruits, fresh",Million dollars,590.4165
Georgia,2011,"Fruits, fresh",Million dollars,60.1348
Hawaii,2011,"Fruits, fresh",Million dollars,13.3039
Idaho,2011,"Fruits, fresh",Million dollars,7.5592
Illinois,2011,"Fruits, fresh",Million dollars,7.1944
Indiana,2011,"Fruits, fresh",Million dollars,13.7635
Iowa,2011,"Fruits, fresh",Million dollars,0.5443
Kansas,2011,"Fruits, fresh",Million dollars,0.0
Kentucky,2011,"Fruits, fresh",Million dollars,0.0
Louisiana,2011,"Fruits, fresh",Million dollars,0.0
Maine,2011,"Fruits, fresh",Million dollars,20.7481
Maryland,2011,"Fruits, fresh",Million dollars,7.3375
Massachusetts,2011,"Fruits, fresh",Million dollars,32.5432
Michigan,2011,"Fruits, fresh",Million dollars,109.1101
Minnesota,2011,"Fruits, fresh",Million dollars,4.7601
Mississippi,2011,"Fruits, fresh",Million dollars,5.2212
Missouri,2011,"Fruits, fresh",Million dollars,6.0946
Montana,2011,"Fruits, fresh",Million dollars,1.0124
Nebraska,2011,"Fruits, fresh",Million dollars,0.936
Nevada,2011,"Fruits, fresh",Million dollars,0.5152
New Hampshire,2011,"Fruits, fresh",Million dollars,2.1374
New Jersey,2011,"Fruits, fresh",Million dollars,45.0012
New Mexico,2011,"Fruits, fresh",Million dollars,0.0
New York,2011,"Fruits, fresh",Million dollars,85.9421
North Carolina,2011,"Fruits, fresh",Million dollars,37.0602
North Dakota,2011,"Fruits, fresh",Million dollars,0.108
Ohio,2011,"Fruits, fresh",Million dollars,9.8959
Oklahoma,2011,"Fruits, fresh",Million dollars,0.6354
Oregon,2011,"Fruits, fresh",Million dollars,114.945
Pennsylvania,2011,"Fruits, fresh",Million dollars,35.201
Rhode Island,2011,"Fruits, fresh",Million dollars,0.4343
South Carolina,2011,"Fruits, fresh",Million dollars,30.5915
South Dakota,2011,"Fruits, fresh",Million dollars,0.3472
Tennessee,2011,"Fruits, fresh",Million dollars,0.5699
Texas,2011,"Fruits, fresh",Million dollars,37.0567
Utah,2011,"Fruits, fresh",Million dollars,4.8666
Vermont,2011,"Fruits, fresh",Million dollars,2.002
Virginia,2011,"Fruits, fresh",Million dollars,14.2713
Washington,2011,"Fruits, fresh",Million dollars,755.0021
West Virginia,2011,"Fruits, fresh",Million dollars,3.9963
Wisconsin,2011,"Fruits, fresh",Million dollars,56.4539
Wyoming,2011,"Fruits, fresh",Million dollars,0.0734
Alabama,2012,"Fruits, fresh",Million dollars,2.2406
Alaska,2012,"Fruits, fresh",Million dollars,0.0
Arizona,2012,"Fruits, fresh",Million dollars,31.1899
Arkansas,2012,"Fruits, fresh",Million dollars,2.715
California,2012,"Fruits, fresh",Million dollars,2692.1794
Colorado,2012,"Fruits, fresh",Million dollars,8.3328
Connecticut,2012,"Fruits, fresh",Million dollars,3.1249
Delaware,2012,"Fruits, fresh",Million dollars,3.874
Florida,2012,"Fruits, fresh",Million dollars,605.0428
Georgia,2012,"Fruits, fresh",Million dollars,47.8365
Hawaii,2012,"Fruits, fresh",Million dollars,15.1122
Idaho,2012,"Fruits, fresh",Million dollars,10.2773
Illinois,2012,"Fruits, fresh",Million dollars,5.6211
Indiana,2012,"Fruits, fresh",Million dollars,10.1711
Iowa,2012,"Fruits, fresh",Million dollars,0.0322
Kansas,2012,"Fruits, fresh",Million dollars,0.0
Kentucky,2012,"Fruits, fresh",Million dollars,0.0
Louisiana,2012,"Fruits, fresh",Million dollars,0.0
Maine,2012,"Fruits, fresh",Million dollars,20.1176
Maryland,2012,"Fruits, fresh",Million dollars,8.2249
Massachusetts,2012,"Fruits, fresh",Million dollars,29.0032
Michigan,2012,"Fruits, fresh",Million dollars,49.3863
Minnesota,2012,"Fruits, fresh",Million dollars,2.2203
Mississippi,2012,"Fruits, fresh",Million dollars,4.8172
Missouri,2012,"Fruits, fresh",Million dollars,7.8831
Montana,2012,"Fruits, fresh",Million dollars,0.4814
Nebraska,2012,"Fruits, fresh",Million dollars,0.8663
Nevada,2012,"Fruits, fresh",Million dollars,0.5693
New Hampshire,2012,"Fruits, fresh",Million dollars,1.8685
New Jersey,2012,"Fruits, fresh",Million dollars,42.6024
New Mexico,2012,"Fruits, fresh",Million dollars,0.0
New York,2012,"Fruits, fresh",Million dollars,76.9411
North Carolina,2012,"Fruits, fresh",Million dollars,33.0399
North Dakota,2012,"Fruits, fresh",Million dollars,0.0905
Ohio,2012,"Fruits, fresh",Million dollars,5.2205
Oklahoma,2012,"Fruits, fresh",Million dollars,1.235
Oregon,2012,"Fruits, fresh",Million dollars,127.8232
Pennsylvania,2012,"Fruits, fresh",Million dollars,44.4738
Rhode Island,2012,"Fruits, fresh",Million dollars,0.3244
South Carolina,2012,"Fruits, fresh",Million dollars,25.2447
South Dakota,2012,"Fruits, fresh",Million dollars,0.2644
Tennessee,2012,"Fruits, fresh",Million dollars,0.686
Texas,2012,"Fruits, fresh",Million dollars,37.5258
Utah,2012,"Fruits, fresh",Million dollars,7.567
Vermont,2012,"Fruits, fresh",Million dollars,2.4783
Virginia,2012,"Fruits, fresh",Million dollars,21.4071
Washington,2012,"Fruits, fresh",Million dollars,857.8419
West Virginia,2012,"Fruits, fresh",Million dollars,7.1343
Wisconsin,2012,"Fruits, fresh",Million dollars,61.2987
Wyoming,2012,"Fruits, fresh",Million dollars,0.0893
Alabama,2013,"Fruits, fresh",Million dollars,2.414
Alaska,2013,"Fruits, fresh",Million dollars,0.0
Arizona,2013,"Fruits, fresh",Million dollars,39.1889
Arkansas,2013,"Fruits, fresh",Million dollars,2.0587
California,2013,"Fruits, fresh",Million dollars,2883.309
Colorado,2013,"Fruits, fresh",Million dollars,4.956
Connecticut,2013,"Fruits, fresh",Million dollars,5.7812
Delaware,2013,"Fruits, fresh",Million dollars,3.2169
Florida,2013,"Fruits, fresh",Million dollars,538.4208
Georgia,2013,"Fruits, fresh",Million dollars,48.6624
Hawaii,2013,"Fruits, fresh",Million dollars,18.464
Idaho,2013,"Fruits, fresh",Million dollars,8.6756
Illinois,2013,"Fruits, fresh",Million dollars,3.1485
Indiana,2013,"Fruits, fresh",Million dollars,13.9889
Iowa,2013,"Fruits, fresh",Million dollars,1.1791
Kansas,2013,"Fruits, fresh",Million dollars,0.0
Kentucky,2013,"Fruits, fresh",Million dollars,0.0
Louisiana,2013,"Fruits, fresh",Million dollars,0.0
Maine,2013,"Fruits, fresh",Million dollars,19.6243
Maryland,2013,"Fruits, fresh",Million dollars,5.8827
Massachusetts,2013,"Fruits, fresh",Million dollars,20.4285
Michigan,2013,"Fruits, fresh",Million dollars,132.6763
Minnesota,2013,"Fruits, fresh",Million dollars,4.5451
Mississippi,2013,"Fruits, fresh",Million dollars,3.6192
Missouri,2013,"Fruits, fresh",Million dollars,6.4518
Montana,2013,"Fruits, fresh",Million dollars,0.918
Nebraska,2013,"Fruits, fresh",Million dollars,0.9611
Nevada,2013,"Fruits, fresh",Million dollars,0.6175
New Hampshire,2013,"Fruits, fresh",Million dollars,2.6052
New Jersey,2013,"Fruits, fresh",Million dollars,29.0525
New Mexico,2013,"Fruits, fresh",Million dollars,0.0
New York,2013,"Fruits, fresh",Million dollars,84.365
North Carolina,2013,"Fruits, fresh",Million dollars,36.478
North Dakota,2013,"Fruits, fresh",Million dollars,0.0942
Ohio,2013,"Fruits, fresh",Million dollars,9.5192
Oklahoma,2013,"Fruits, fresh",Million dollars,0.8253
Oregon,2013,"Fruits, fresh",Million dollars,133.6461
Pennsylvania,2013,"Fruits, fresh",Million dollars,37.4069
Rhode Island,2013,"Fruits, fresh",Million dollars,0.492
South Carolina,2013,"Fruits, fresh",Million dollars,27.9133
South Dakota,2013,"Fruits, fresh",Million dollars,0.2864
Tennessee,2013,"Fruits, fresh",Million dollars,0.6933
Texas,2013,"Fruits, fresh",Million dollars,39.9087
Utah,2013,"Fruits, fresh",Million dollars,6.9631
Vermont,2013,"Fruits, fresh",Million dollars,3.4642
Virginia,2013,"Fruits, fresh",Million dollars,13.3089
Washington,2013,"Fruits, fresh",Million dollars,791.9771
West Virginia,2013,"Fruits, fresh",Million dollars,4.4442
Wisconsin,2013,"Fruits, fresh",Million dollars,55.7477
Wyoming,2013,"Fruits, fresh",Million dollars,0.1004
Alabama,2014,"Fruits, fresh",Million dollars,2.3946
Alaska,2014,"Fruits, fresh",Million dollars,0.0
Arizona,2014,"Fruits, fresh",Million dollars,49.7504
Arkansas,2014,"Fruits, fresh",Million dollars,1.7444
California,2014,"Fruits, fresh",Million dollars,2932.4693
Colorado,2014,"Fruits, fresh",Million dollars,9.82
Connecticut,2014,"Fruits, fresh",Million dollars,4.0001
Delaware,2014,"Fruits, fresh",Million dollars,2.5856
Florida,2014,"Fruits, fresh",Million dollars,419.9398
Georgia,2014,"Fruits, fresh",Million dollars,58.8802
Hawaii,2014,"Fruits, fresh",Million dollars,18.9205
Idaho,2014,"Fruits, fresh",Million dollars,5.5802
Illinois,2014,"Fruits, fresh",Million dollars,4.7615
Indiana,2014,"Fruits, fresh",Million dollars,10.2856
Iowa,2014,"Fruits, fresh",Million dollars,0.707
Kansas,2014,"Fruits, fresh",Million dollars,0.0
Kentucky,2014,"Fruits, fresh",Million dollars,0.0
Louisiana,2014,"Fruits, fresh",Million dollars,0.0
Maine,2014,"Fruits, fresh",Million dollars,18.8522
Maryland,2014,"Fruits, fresh",Million dollars,6.9431
Massachusetts,2014,"Fruits, fresh",Million dollars,23.4033
Michigan,2014,"Fruits, fresh",Million dollars,113.8517
Minnesota,2014,"Fruits, fresh",Million dollars,4.6218
Mississippi,2014,"Fruits, fresh",Million dollars,3.1049
Missouri,2014,"Fruits, fresh",Million dollars,5.0502
Montana,2014,"Fruits, fresh",Million dollars,0.9529
Nebraska,2014,"Fruits, fresh",Million dollars,0.0
Nevada,2014,"Fruits, fresh",Million dollars,0.0
New Hampshire,2014,"Fruits, fresh",Million dollars,2.4252
New Jersey,2014,"Fruits, fresh",Million dollars,37.9242
New Mexico,2014,"Fruits, fresh",Million dollars,0.0
New York,2014,"Fruits, fresh",Million dollars,81.4645
North Carolina,2014,"Fruits, fresh",Million dollars,37.3032
North Dakota,2014,"Fruits, fresh",Million dollars,0.0
Ohio,2014,"Fruits, fresh",Million dollars,5.9706
Oklahoma,2014,"Fruits, fresh",Million dollars,1.0255
Oregon,2014,"Fruits, fresh",Million dollars,136.857
Pennsylvania,2014,"Fruits, fresh",Million dollars,32.1778
Rhode Island,2014,"Fruits, fresh",Million dollars,0.3004
South Carolina,2014,"Fruits, fresh",Million dollars,24.9725
South Dakota,2014,"Fruits, fresh",Million dollars,0.0
Tennessee,2014,"Fruits, fresh",Million dollars,0.4415
Texas,2014,"Fruits, fresh",Million dollars,36.4434
Utah,2014,"Fruits, fresh",Million dollars,8.2356
Vermont,2014,"Fruits, fresh",Million dollars,2.7387
Virginia,2014,"Fruits, fresh",Million dollars,14.2516
Washington,2014,"Fruits, fresh",Million dollars,755.0745
West Virginia,2014,"Fruits, fresh",Million dollars,4.2508
Wisconsin,2014,"Fruits, fresh",Million dollars,43.1334
Wyoming,2014,"Fruits, fresh",Million dollars,0.0
Alabama,2015,"Fruits, fresh",Million dollars,2.8926
Alaska,2015,"Fruits, fresh",Million dollars,0.0
Arizona,2015,"Fruits, fresh",Million dollars,54.8493
Arkansas,2015,"Fruits, fresh",Million dollars,2.096
California,2015,"Fruits, fresh",Million dollars,2608.75
Colorado,2015,"Fruits, fresh",Million dollars,6.3839
Connecticut,2015,"Fruits, fresh",Million dollars,3.7253
Delaware,2015,"Fruits, fresh",Million dollars,2.1627
Florida,2015,"Fruits, fresh",Million dollars,402.0946
Georgia,2015,"Fruits, fresh",Million dollars,51.858
Hawaii,2015,"Fruits, fresh",Million dollars,4.4413
Idaho,2015,"Fruits, fresh",Million dollars,5.6594
Illinois,2015,"Fruits, fresh",Million dollars,3.4014
Indiana,2015,"Fruits, fresh",Million dollars,10.9069
Iowa,2015,"Fruits, fresh",Million dollars,0.7549
Kansas,2015,"Fruits, fresh",Million dollars,0.0
Kentucky,2015,"Fruits, fresh",Million dollars,0.0
Louisiana,2015,"Fruits, fresh",Million dollars,0.0
Maine,2015,"Fruits, fresh",Million dollars,14.1797
Maryland,2015,"Fruits, fresh",Million dollars,6.108
Massachusetts,2015,"Fruits, fresh",Million dollars,22.6093
Michigan,2015,"Fruits, fresh",Million dollars,95.5263
Minnesota,2015,"Fruits, fresh",Million dollars,4.3923
Mississippi,2015,"Fruits, fresh",Million dollars,2.584
Missouri,2015,"Fruits, fresh",Million dollars,5.497
Montana,2015,"Fruits, fresh",Million dollars,0.3867
Nebraska,2015,"Fruits, fresh",Million dollars,0.0
Nevada,2015,"Fruits, fresh",Million dollars,0.0
New Hampshire,2015,"Fruits, fresh",Million dollars,2.789
New Jersey,2015,"Fruits, fresh",Million dollars,33.0611
New Mexico,2015,"Fruits, fresh",Million dollars,0.0
New York,2015,"Fruits, fresh",Million dollars,81.9359
North Carolina,2015,"Fruits, fresh",Million dollars,36.3699
North Dakota,2015,"Fruits, fresh",Million dollars,0.0
Ohio,2015,"Fruits, fresh",Million dollars,6.7489
Oklahoma,2015,"Fruits, fresh",Million dollars,1.5937
Oregon,2015,"Fruits, fresh",Million dollars,130.5918
Pennsylvania,2015,"Fruits, fresh",Million dollars,35.2201
Rhode Island,2015,"Fruits, fresh",Million dollars,0.3996
South Carolina,2015,"Fruits, fresh",Million dollars,22.7337
South Dakota,2015,"Fruits, fresh",Million dollars,0.0
Tennessee,2015,"Fruits, fresh",Million dollars,0.2903
Texas,2015,"Fruits, fresh",Million dollars,31.3406
Utah,2015,"Fruits, fresh",Million dollars,4.9882
Vermont,2015,"Fruits, fresh",Million dollars,3.59
Virginia,2015,"Fruits, fresh",Million dollars,13.7342
Washington,2015,"Fruits, fresh",Million dollars,782.3798
West Virginia,2015,"Fruits, fresh",Million dollars,4.3772
Wisconsin,2015,"Fruits, fresh",Million dollars,38.6503
Wyoming,2015,"Fruits, fresh",Million dollars,0.0
Alabama,2016,"Fruits, fresh",Million dollars,0.9448
Alaska,2016,"Fruits, fresh",Million dollars,0.0
Arizona,2016,"Fruits, fresh",Million dollars,46.6982
Arkansas,2016,"Fruits, fresh",Million dollars,0.0
California,2016,"Fruits, fresh",Million dollars,2678.4525
Colorado,2016,"Fruits, fresh",Million dollars,5.6271
Connecticut,2016,"Fruits, fresh",Million dollars,2.5285
Delaware,2016,"Fruits, fresh",Million dollars,4.0367
Florida,2016,"Fruits, fresh",Million dollars,370.3335
Georgia,2016,"Fruits, fresh",Million dollars,47.0917
Hawaii,2016,"Fruits, fresh",Million dollars,3.5837
Idaho,2016,"Fruits, fresh",Million dollars,3.4455
Illinois,2016,"Fruits, fresh",Million dollars,6.1457
Indiana,2016,"Fruits, fresh",Million dollars,8.5836
Iowa,2016,"Fruits, fresh",Million dollars,0.0
Kansas,2016,"Fruits, fresh",Million dollars,0.0
Kentucky,2016,"Fruits, fresh",Million dollars,0.0
Louisiana,2016,"Fruits, fresh",Million dollars,0.0
Maine,2016,"Fruits, fresh",Million dollars,9.1441
Maryland,2016,"Fruits, fresh",Million dollars,6.3773
Massachusetts,2016,"Fruits, fresh",Million dollars,17.1285
Michigan,2016,"Fruits, fresh",Million dollars,117.7251
Minnesota,2016,"Fruits, fresh",Million dollars,3.5449
Mississippi,2016,"Fruits, fresh",Million dollars,2.2757
Missouri,2016,"Fruits, fresh",Million dollars,2.6967
Montana,2016,"Fruits, fresh",Million dollars,0.0
Nebraska,2016,"Fruits, fresh",Million dollars,0.0
Nevada,2016,"Fruits, fresh",Million dollars,0.0
New Hampshire,2016,"Fruits, fresh",Million dollars,0.0
New Jersey,2016,"Fruits, fresh",Million dollars,30.5715
New Mexico,2016,"Fruits, fresh",Million dollars,0.0
New York,2016,"Fruits, fresh",Million dollars,89.483
North Carolina,2016,"Fruits, fresh",Million dollars,33.7035
North Dakota,2016,"Fruits, fresh",Million dollars,0.0
Ohio,2016,"Fruits, fresh",Million dollars,5.689
Oklahoma,2016,"Fruits, fresh",Million dollars,0.0
Oregon,2016,"Fruits, fresh",Million dollars,126.5401
Pennsylvania,2016,"Fruits, fresh",Million dollars,28.9204
Rhode Island,2016,"Fruits, fresh",Million dollars,0.0
South Carolina,2016,"Fruits, fresh",Million dollars,20.6252
South Dakota,2016,"Fruits, fresh",Million dollars,0.0
Tennessee,2016,"Fruits, fresh",Million dollars,0.0
Texas,2016,"Fruits, fresh",Million dollars,39.4625
Utah,2016,"Fruits, fresh",Million dollars,5.0938
Vermont,2016,"Fruits, fresh",Million dollars,4.2448
Virginia,2016,"Fruits, fresh",Million dollars,11.8576
Washington,2016,"Fruits, fresh",Million dollars,761.7188
West Virginia,2016,"Fruits, fresh",Million dollars,3.8577
Wisconsin,2016,"Fruits, fresh",Million dollars,42.2511
Wyoming,2016,"Fruits, fresh",Million dollars,0.0
Alabama,2017,"Fruits, fresh",Million dollars,0.8666
Alaska,2017,"Fruits, fresh",Million dollars,0.0
Arizona,2017,"Fruits, fresh",Million dollars,47.1904
Arkansas,2017,"Fruits, fresh",Million dollars,0.0
California,2017,"Fruits, fresh",Million dollars,2863.5679
Colorado,2017,"Fruits, fresh",Million dollars,4.4226
Connecticut,2017,"Fruits, fresh",Million dollars,4.1797
Delaware,2017,"Fruits, fresh",Million dollars,1.8353
Florida,2017,"Fruits, fresh",Million dollars,364.1022
Georgia,2017,"Fruits, fresh",Million dollars,40.0661
Hawaii,2017,"Fruits, fresh",Million dollars,3.5644
Idaho,2017,"Fruits, fresh",Million dollars,3.1049
Illinois,2017,"Fruits, fresh",Million dollars,4.7119
Indiana,2017,"Fruits, fresh",Million dollars,7.4155
Iowa,2017,"Fruits, fresh",Million dollars,0.0
Kansas,2017,"Fruits, fresh",Million dollars,0.0
Kentucky,2017,"Fruits, fresh",Million dollars,0.0
Louisiana,2017,"Fruits, fresh",Million dollars,0.0
Maine,2017,"Fruits, fresh",Million dollars,7.1502
Maryland,2017,"Fruits, fresh",Million dollars,5.6436
Massachusetts,2017,"Fruits, fresh",Million dollars,16.4271
Michigan,2017,"Fruits, fresh",Million dollars,100.712
Minnesota,2017,"Fruits, fresh",Million dollars,4.3909
Mississippi,2017,"Fruits, fresh",Million dollars,1.2091
Missouri,2017,"Fruits, fresh",Million dollars,4.5026
Montana,2017,"Fruits, fresh",Million dollars,0.0
Nebraska,2017,"Fruits, fresh",Million dollars,0.0
Nevada,2017,"Fruits, fresh",Million dollars,0.0
New Hampshire,2017,"Fruits, fresh",Million dollars,0.0
New Jersey,2017,"Fruits, fresh",Million dollars,35.3672
New Mexico,2017,"Fruits, fresh",Million dollars,0.0
New York,2017,"Fruits, fresh",Million dollars,94.7655
